content,score,thumbsUpCount
Sangat membantu dalam memudahkan transaksi,4,0
Tampilan baru bikin susah buat transfer atau pembelian shopee pay.. internet tidak ada jaringan trs..ujung2ny gk bisa setelah masuk email ada tulisan general error..tolong perbaiki sistem BRI mobile nya,1,0
Mantap dan cepat,5,0
"Ini brimo lagi ada masalah apa sih? Sumpah kesel banget mau login applikasi aja nggak bisa, cuma loading trs layar putih tampilan bank bri tapi gak bisa-bisa login nya. mau buat rekening baru tapi proses online nya aja lamaa banget nunggunya, belom lagi harus dateng ke kantor bank segala. Beberapa kali akun keblokir padahal sama sekali nggak ada kesalahan masukin password. Tolong dong diperbaiki ini aplikasinyaaaaa-__-",1,12
Sangat membantu dalam kebutuhan,5,0
Lancar luncur katika kita memahami aplikasi Brimo...no kendala...bisa bertransaksi kapan saja dan di mana saja.pastikan anda bisa pakai kegunaan aplikasi ny dulu dan jaringan internet anda stabil ya bosku.,5,1
"Setelah update kok seperti ini , setiap buka brimo pasti di arahkan ke browser , setelah buka browser peranggkat anda telah di root , sedangkan hp saya tidak pernah di root , tolong perbaiki apk brimonya",1,1
sangat membantu dalam bertransaksi,5,0
"Hallo Admin, Seharusnya ada fitur hapus transaksi terakhir, baik transaksi transfer atau topup pulsa dll. Karena sangat mengganggu saat mau transfer dan untuk menghindari kesalahan transfer. Terima kasih",5,3
"Tiba² tidak bisa digunakan, dgn keterangan ""aplikasi ini memiliki bug, perbarui apk, stelah pihak pengembang memperbaiki.""",5,5
Update lagi tampilan nya brimo. masa kalah sama bank sebelah lebih keren,5,0
"BRIMO ribet, koneksi saya udah kenceng, kamera bagus, pencahayaan bagus, gaada objek lain. Udah bikin rekening di bank mau bikin akun brimo gagal terus pas verifikasi wajah. Dasar aplikasi jelek! Udah ga kehitung saya coba verifikasi wajah dan gagal terus!",1,9
"Saya sudah masuk dalam aplikasi ini,semua syaratnya sudah saya isi semua tapi kenapa tidak bisa masuk Setelah itu ada tulisan silahkan masukan nomor otp,lalu saya klik dalam beberapa menit muncul tulisan""nomor otp anda telah terkirim melalui nomor handphone anda""lalu setelah saya cek nomor otpnya tidak ada Mohon dibantu",2,9
kenapa ia ko aku buka lewat brimo malah salah pasword terus padahal kan bener itu paswordnya tolong donk,2,0
"Apaan....apk keterangan doang buka rekening dalam hitungan menit..... tahap satu aja gagal terus, perintah nya masuk an data dengan benar. Tapi kagak ngasih tau salah nya dimana. Gua udah ngisi jelas bener sesuai data di suruh ngisi data dengan benar. Canggihan Livin mandiri, BSI, bahkan BJB semua nya gak sampe 5 menit jadi bikin rekening online.",1,2
"Kenapa saya tidak bisa to up ovo, dana Setelah saya masukkan password selalu gagal top up Di aplikasi sebelumnya tidak pernah eror Setelah update android 10 saya hanya brimo yang bisa di pake Sekarang lagi butuh banget malah gabisa top up Koment an ulasan pun malah disuruh pc via email",1,0
"slalu minta update,tiap mgu update trus muak",1,0
Ssya kasih 1 bintang dulu. Karna saya tidak bisa log in padahal nomer ada di handphone yang ku pake dan apk brimo nya tpi kenapah gagal mulu pas log in aneh aumpah bikin kesel mau transaksi jadi lambat. Tolong perbaiki developer,1,6
"Ada yang ngerasa ngga pernah ada transaksi tiba2 saldo berkurang gga sih ? Diluar biaya admin bulanan, tapi sering ngerasa berkurang 100-500 tanpa ada histori mutasi saldo nya pake apa, ngeri banget kalau ada potongan salad tanpa mutasi dan notifikasi:'(",2,15
"Technologi sdh canggih kok mau masuk aplikasi harus lewat chrome terus user id ,pasword email semua hrs diubah. Aplikasi apa? Bukanya mempermudah user malah menyusahkan. Sangat kecewa berjuta jutakali.",1,0
untuk fitur fitur nya cukup bagus..kendala nya cuman 1 keseringan gangguan..disaan urgent lagi ada keperluan aplikasi tiba tiba gangguan sangat disayangkan sekelas bank bri kalo sering gangguan,3,0
"Saya transfer 1x kepotong 3x saldonya, dan dimutasi hanya ada 1x. Telphone nomor yg ada diaplikasi malah muter2 kena biaya juga. Ada saran dari pihak aplikasinya agar saya tetap menggunakan aplikasi ini? Tadinya lancar2 aja tapi akhir2 ini ko kaya gini.",1,4
"sangat membantu, tetapi kenapa saat masuk log in dan sudah terdaftar dengan nama dn pasw. kok nggak bisa yah saat sudah di gunakan bbrapa bulan🤔, untungnya saya ada cadangan. bisa pakai sidik jari saat log in nya🙏",4,2
"Suruh masukin 6 digit kode otp yg di kirim,, tapi yg di kirim pihak operator banyak angka nya kombinasi huruf juga jadi bingung ngisi nya,,, begitu di isi selalu salah,,, kalo suruh isi 6 digit ya aturan yg di kirim ke email harus nya 6 juga dong,,, parah jadi ga bisa bikin akun BRI mo",1,2
"Sayang aplikasi ini belum sempurna untuk fitur buka depositonya, seperti livin mandiri bisa buka deposito dan pilih waktu berjangka cukup pakai aplikasi dan setelah waktu jatuh tempo bunga dan tabungan otomatis kembali ke rekening utama, ini membantu nasabah untuk berinvestasi yang aman.",1,12
"Bug Asebiltity tolong di perbaiki,banyak hp standar sudah di off menu Asebiltity tapi masih susah untuk masuk brimo.",1,0
setelah di update. interface agak membingungkan dan masih sering keblokir padahal sinyal lancar. saya menggunakan m banking hanya untuk top up dompet digital dan transfer.,3,2
"Alhamdulilah...lancar, tdnya takut mau gunakan BRImob tp ternyata amaan dan lebih mudah bertansaksi.",5,0
Setelah di upgrade versi ini.. aplikasi sering error... Lebih enak versi sebelumnya.. mohon di tingkatkan layanan nya karna vitur internet banking ini sangat penting untuk pedagang online.. trima kasih..,1,0
cepat dan akurat,5,0
"sering gangguan, hilang koneksi dan sebagainya padahal sinyal bagus dan gak ada kendala apapun, ujung"" nya akun jadi terblokir gara"" koneksi dan dihitung salah memasukkan password",1,0
"Awalnya lancar jayaa enak buat transaksi, 2hr ini ya Allah... bikin gemes koneksi tidak stabil, dll... pdhl internet lancar jaya Uda gnti provider, pke wifi ttp aja kyk gitu, kirain hp suamiku aja trnyata aq jg, eh baca komen di bawah trnyta sm semua",3,1
"Sangat membantu. Saran buat penguna lain jika terdapat masalah baik untuk apk ini atau yang lainnya, baiknya dicek dulu kondisi kesehatan perangkat hp nya. Hargailah jiripayah programmer apk. Membuat apk itu tidak mudah.",5,0
Aplikasinya ecek ecekan masa masalah lupa password aja ga nyambung cara penyelesaiannya. Ribet kasian banget padahal perusahaan besar tapi aplikasinya ecek-ecekan. Beda banget sma mobile banking sebeleh mah top markotop. Sedangkan BRI buang2 waktu pake aplikasi ini.,1,4
"Hadeh.. Capek bolak balik BRI unit dan tepon CS gara gara aplikasi brimo sering tiba tiba tidak bisa digunakan dengan keterangan tidak memiliki sumber dana. Hadeh... Telpin CS, katanya belum tergistrasi finansial.pdhal sdh sering digunakan transfer, beli pulsa. Oleh CS disarankan aktivasi mtoken.Lah.Pdahal sdh 2 kali aktivasi m token di unit. Sampek CS di unit juga bingung knapa bisa bgini. BRIcall juga tdk memberi solusi. Mau aktivasi m token di ib.bri.co.id, fitur aktivsi mtkennya tdk muncul.",2,3
"Harusnya di buat aplikasi itu untuk mempermudah nasabah bertransaksi bukan untuk mempersulit, mau daftar atau login aja susah, apa lagi mau bertransaksi. Mohon untuk di perbaiki lagi atau tidak usah ada aja aplikasi mobile kalau tidak bisa d gunakan",1,0
Tidak bisa daftar. Setelah isi data opsi klik lanjut tidak bisa di klik. Mau kasi bintang 5 gimana kak?,4,0
"Saya sudah berkali2 uninstal ulang versi terbaru dari playstore, clear cache dan hapus data,,tapi saat di klik Apk nya langsung crash, mhn bantuan nya untuk pengguna HP Vivo min..",1,0
sngat bagus untuk bertransaksi 👍👍👍👍,5,0
"Semuanya bagus, tp kalo bisa tambahkan Fitur intip saldo dihalaman depan tanpa harus masuk login Password dlu, seperti Apk mobile bank sebelah. Itu sangat membantu.. Semoga dapat dipertimbangkan masukan saya...tks",5,11
"Setiap saya mengecek saldo, kenapa munculnya malah saldo saya minus. Padahal saya tidak menggunakan autodebet, kartu kredit dll. Di mutasi juga tidak ada keterangan potongan, hanya transaksi normal. Bagaimana ini min, saya merasa sangat kecewa karena saldo yang sebenarnya di rekening saya jadi tidak bisa digunakan!!!",1,61
"Asli parah.. Daftar brimo Seharian gagal terus dri mulai verifikasi sms sampai email susahnya minta ampun, belum lagi pas swafoto masih juga sulit.. giliran berhasil di verifikasi data akhir nya proses e-kyc ternyata gagal.. Aasssuu.. buang buang waktu.. keselnya sampe ubun ubun..",1,0
"Aplikasi kurang sempurna. Kode OTP ndak terkirim ke sms, harus nunggu 5 menit untuk minta kirim ulang kode. Duh...lama sekali nunggunya...setelah bisa daftar kita minta verifikasi email lewat link yang ada di email, setelah kita klik link tersebut, MAAF EMAIL ANDA BELUM TERVERIFIKASI, MOHON LAKUKAN VERIFIKASI ULAN MEGENGGUNAKAN NEW BRI MOBILE. Hahahaha, trus gimana ini, kalo ada aplikasi yang lebih baru kenapa aplikasi yang lama ndak ditarik aja....",1,21
"Semenjak setelah update saya sangat susah login di aplikasi selalunya gagal koneksi buruk, padahal koneksi bagus buat nonton live dan lain-lain sangat bagus, tapi pas buka aplikasi selalu down jaringannya",1,11
"Ini gimana ya bri mo.. kok saya login nominal saldo nya ga bisa diliatt???? Pdahal mau transfer, tpi ga bisa liat saldo nya, gmna coba???? Kok app baru nya begini sihhh??? Tolong diperbaiki dong",1,0
"Untuk sementara aplikasinya berjalan dengan baik, sesuai dengan yang diharapkan. Moga lancar terus agar jempol tidak berkurang.👍👍 Bintang berkurang satu. Apakah perlu update bila performa tidak lebih baik dari sebelumnya??",4,0
"Saya ubah bintangnya ke bintang 1 krna setelah update brimo jdi banyak masalah, daaan yang jadi masalah itu masalahnya datang pas rekeningnya lagi ada uang, kalo lagi kosong gak gangguan, kalo udh nabung baru gangguan.",1,0
"Terima kasih banyak, dgn adanya brimo kami bertransaksi lebih mudah dan cepat",5,0
"Tidak mendapatkan kode OTP saat mendaftar sehingga sampai saat ini saya tidak bisa mendaftar, selalu saja terjadi kesalahan jaringan dan diminta untuk mengulang beberapa saat lagi. Sangat mengecewakan.",1,0
"makin kesini BRIMO nya tidak bisa di akses mulu dengan alasan jaringan tidak stabil,padhal sudh pakai wifi sama data jugaa,kecewaa bngett,bukannya mempermudah malah jdi mempersulit dan memperlambat",1,0
"Kenapa g bisa reset password ya setiap buka link reset yg di kirim ke email selalu keluar dengan sendirinya,, malah habis pulsa kita kena sedot setiap ada pesan otp masuk, parah !!!",1,0
"Ini gimana sih brimonya udah login tapi nggak bisa selalu salah username atau apalah padahal udah betul, udah coba bikin user baru terus bisa masuk, masa kalo mau login lagi nggak bisa lagi, apa sih kendalanya, masa mau ganti user mulu",3,11
"Sangat terbantu dengan aplikasi ini Karena bisa transaksi kapanpun dimanapun selama dalam jangkauan internet tentunya,terima kasih semoga selalu aman dan nyaman dlm bertransaksi",5,0
"Ketika mau Login kok malah di persulit sih, nunggu SMS masuk tapi gak ada masuk masuk. Semakin diupdate semakin kacaau. Server nya masih abal abal",1,1
"Barusan bgt buat akun , dan berhasil , Eh pas mau masuk di aplikasi ini, langsung status terblokir , harus ganti password, pas mau diganti ga bisa.. Parah kacau bgt ini aplikasi nya , tidak memudahkan 👎",1,1
Ngk bagus banget pake brimo baru aja di update udah dpotong 500 ribu serta d cek mutasi ngk adaa!,1,0
"Aplikasi awal bisa dibuka norma, bagus, mudah untuk transaksi, itupun hanya bisa satu hari pertama. tapi dihari kedua dan sampai saat ini tidak bisa dibuka lagi. Admin mohon perhatiahannya...... trim's",1,4
"Kenapa aplikaai di sentuh tidak ada respon sama sekali. Sudah di email sama whatsapp. Udah ikut instruksi dari agen, tapi tetap tidak ada perubahan. Mohon perbaikilah. Mau transaksi tidak bisa!!!",1,9
"apk ini sih bagus yang saya lihat di pake teman saya. tapi saat saya mencoba daftar eh malah error, katanya sedang peningkatan aplikasi. emang lama ya waktu peningkatan suatu aplikasi.? karena sudah beberapa hari ini saya mencoba tapi gagal terus.",5,1
"Ok..Mantap! Pembayaran mudah, aman dan cepat..tks BRImo 🙏",5,0
sy buka BRIMO ko TDK bisa yah apa aplikasinya herror yah,1,0
Mudah dan praktis...👍👍👍,5,0
"Kenapa nambah ribet...biasa nya kirim ke dompet digital bisa langsung...sekarang harus download aplikasi dompet digital. Tolong lah jangan bikin ribet.kalo ada yang simpel,gak usah bikin susah.berdirilah di kaki sendiri.",1,0
"Percuma bikin aplikasi, kalau saat perekaman video 8 detik saja susah! Kalau gagal 2/3 kali gk masalah. Lah ini sy udah coba smpe puluhan kali gagal trus..",1,0
Mau tanya. Saya sudah download dan sudah di kirim link via SMS. Ketika saya buka pakai browser tidak bisa. Setelah saya buka pakai chorme bisa. Cuma batas waktu link tersebut hbis masa. Ketika saya minta sma costumer service katanya tidak bisa di kirim lagi. Tolong jawab!!!!,1,1
"Selama ini pakai briMo mudah bgt sih. Enak buat transaksi, fitur jg lengkap. Yg terpenting terus tingkatkan kenyamanan dan KEAMANAN nasabah.",5,2
gagal verifikasi wajah terus padal sudah sesuai instruksi,1,0
"semoga pengambilan nya setiap bulan semakin sedikit, seneng banget bake BRImo",4,0
"Maaf bintangnya di rubah. Ga nyaman banget sama Brimo versi terbaru, tiap malu login dan melakukan transaksi error terus, jadi bener² ngehambat. Mudah2an bisa diperbaiki",3,0
First time pake BRImo.. Cukup bagus dan cepat proses nya,5,0
"Secara tampilan aplikasi ini sudah bagus, hanya saja kekurangannya pada servernya suka force closed sendiri, dan gak jarang error, mana di siang hari pula, mau tranfer aja susah, menghambat banget. Tolong di perbaiki ya",3,8
Dengan adanya aplikasi ini membuat saya lebih mudah bertransaksi. Suka bgt pokoknya. Membuat istri mudah kalau belanja online buat bayar briva. Juara pokoknya Ehmmmmm mantap....... #semuapakebrimo,5,0
Sangat membantu dan serbaguna,5,0
"Sungguh praktis pake BRImo,mau bayar bayar ga usah keluar rumah ,",5,0
"Saya melakukan payment menggunakan qris, melakukan 1x payment namun gagal terus hingga transaksi ulang sebanyak 5x & 3x uang masuk kembali ke saldo karena gagal. Namun sisa dari 2x transaksi tsb tidak ada yang masuk ke dalam sistem merchant&saldo sy tetap terpotong. Pengajuan lewat bromo ga bisa gagal terus, sangat rugi pake qris di sini 👎👎",1,0
Koneksi saya terputus terus padahal wifi menyala dan tersambung. Sudah di coba matikan nyalakan wifi lalu coba pake mobile data tetap tidak mau konek.,1,0
"Aplikasi jadi lelet, butuh buat transfer atau buka aplikasi sering eror, bahkan keterngan tidak ada jaringan, udah pakai paket data dan WiFi masih aja bermasalah",1,0
"aplikasi apan dah LADCCC terus, gajelas",1,0
Baik tingkatkan pelayanan,5,0
"1. Sudah sesuai prosedur, semua sudha tepat 2. Semua dokumen lengkap 3. Itu akun saya 4. Tapi sulit, setiap hari coba sampai 10 kali tidak bisa 5. Selalu eror dengan kode sir 2 dan sir 3, ga tau artinya apa 6. Udah coba ganti device, hasil tetap sama 7. Aplikasi yg mempersulit, tidak memudahkan 8. Lebih baik tidak usah dibuat aplikasinya 9. Better bca mobile, jauh banget pelayanannya 10. Kalau boleh rating 0.1 maka akan saya rating 0.1 atau 0.000001",1,0
"BRIMO aplikasi bagus, penggunaanya mudah. Kalau ada yang sering terblokir pasti karena hpnya/jaringannya/lupa user & password.",5,1
"Buang buang waktu, bikin rekening via online lewat brimo karena kesibukan bekerja, pas masuk akun harus masukan PIN, saya bingung gk tau PIN-nya berapa karena belum pernah buat sebelumnya dan akhirnya akun di blokir sementara jadi harus ke bank buat benerin. Selang beberapa hari saya ijin kerja karena mau benerin rekening ke bank, di bank makan waktu ampir 8 jam karena antri, setelah keCS di buat pin dan kata CSnya coba login lagi setelah 1 jam,, tetap aja PIN salah diblokir sementara lagi",1,1
"Saya Lupa pasword, saya ga ngerti gimana cara memperbaikinya, sudah beberapa bulan yang lalu pergi minta tolong di bank nya untuk dibantu masalah ini,malah disuruh manual.ahirnya otak atik sendiri tetep ga ngerti, saya biarkan aja deh, pas waktu ada waktu luang buat baikin lagi, malah link nya eror ga bisa di akses.tolong donk... Saya mau transaksi beberapa kali harus ke atm dulu, ga bs langsung cek di brimonya",3,2
Lebih sering ke cabang drpd pakai apps ini. Apps super lemot dan banyak bug nya. Gmn mau digital udah 2 kali kena zonk : pertama dl baru buka rekening udah kepotong 1 jt g taunya katanya pegawai salah input potongan orang lain (dimaafkan). Yang kedua top up link aja udah kepotong tp saldo link g masuk disuruh nuggu 20 hari kerja. Gilaa aja 20 hari suruh puasa. klo uang itu untuk bayar cicilan yg jatuh tempo udah kena denda dan statusnya udah berubah jdi calon NPL. Cuma gara2 BRImo error,1,14
"Kenapa ya saya bertransaksi di tengah malam gak bisa, aplikasinya bertulisan koneksimu internetmu kurang baik dan saya coba berkali2 tetap tidak bisa dan saya cek di aplikasi youtube koneksinya stabil",2,0
"Dari kemarin buat akun brimo susah payah dg alasan email tidak valid, padahal Pd saat pembukaan rekening online dan telah setor awal selalu ada email baru masuk dari BRI,kenapa buat akunnya email TDK valid? Ngabisin waktu aja berulang kali buat akun dan bolak balik ke bank BRI masih jg belum bisa. Mohon responnya",1,0
"Aplikasi yg cocok utk kaum milenial. Log in udh ga perlu ribet yg hrs ketik2 username & pass. Ckp make finger print aja kl hp kita udh support. Klo mau liat rekening koran thn lalu pun bisa tinggal sett aja di tanggalnya. Bs jg utk pembukaan rekening baru jd ga perlu antri di cabang lama2. Bisa melakukan penarikan uang TANPA ATM jg pula. Bisa top up link aja, top up brizzi (jika hp udh support NFC ya), top up gopay, bs tau informasi ttg saham, kurs dollar, lokasi atm/unit kerja terdekat pula dll",5,14
"Alhamdulillah sangat membantu. cepat, tepat, jelas dan akurat... 👍👍",5,0
Mohon aplikasi di update kembali supaya aplikasi menjadi lebih baik sya sudah mencoba membuat akun di aplikasi ini tapi pada saat perekaman wajah aplikasi ngfrem trus vidio gagal di upload dan tdk bisa melanjtkan ke tahap berikutnya hanya sampai ke perekaman wajah saja dan itupun itupun belum berhasil tuntas. Sya mhon kepada pihak bri untk segera memperbaiki aplikasi ini agar nasabah tdk kebingungan pada saat membuat akun brimo,1,1
"Tidak bisa melakukan penarikan uang tanpa kartu di atm,sy sdh coba dan rekening sy terdebet tapi tidak ada uang keluar, malah habis pulsa nelp call centre untuk kembalikan, tidak bisa scan Qris, pusat bantuan lengkap termasuk wa dan ig tapi tidak ada yg balas jika yg menghubungi lewat sosial media tsb, payah.",1,87
"Tolong lebih di tingkatkn lg Sekarang agak sulit, sinyal down terus pdhal d Apk lain jaringan bagus, youtube tnpa biffering.. Ini sekelas apk biasa aja kayak berat minta ampun.. jd nyusahin klo lg terdesak, atw lg kpepet.. Bangkai lah",1,0
"Securite memang bagus, ada peningkatan, tapi menurut saya ribet. Saya ingin nya aplikasi ini seperti sebelumnya (sebelum versi sekarang), untuk versi sekarang ribet pemakaiannya, apalagi kalau memakai briva. Tolong didowngrade lagi saja aplikasi ini, supaya mudah dalam pemakaiannya. Terimakasih",2,18
"Mau pindah brimo ke hp lain, dulu sangat mudah. Skrg dpt sms kode link login yg gak bisa di klik, telf call center berkali2 no solusi. Males bgt hrs sampai ke cabang hanya utk ngurus hal yg seharusnya bs mempermudah nasabah.",3,0
"Kenapa setelah update susah login, general eror terus, informasi saldo juga tidak sesuai, kadang 0 kadang minus. Mohon diperbaiki. Karena sering transaksi pakai brimo saya",2,0
sangat mudah dan cepat,5,0
Moga tambah lancar app nya,5,0
"Kenpa disaat di penting malah lemot, sinyal buruk, padahal kouta full, wifi juga. Tapi masih aja tetep lemot lama bnget heran kadang bagus kadang lemot bnget",3,0
"Gimana sih waktu pertama makai sering keluar terus. Waktu masuk pas mau log out. Coba masuk lagi malah keblokir padahal udah benar masukan pin, pasword ny. Disuruh buat baru lagi malah gak berhasil eh pulsaku yang ketarik",1,1
"Baru punya akun, username dan password udah sesuai, waktu login selalu ""Silakan periksa kembali username dan password anda"". Bagaimana cara mengatasi hal tersebut atau bagaimana langkah yang dilakukan agar supaya bisa melakukan login pada aplikasi tersebut. Terimakasih sebelumya🙏",2,0
Malam admin utk pembelian token listrik cetak token tidak ada report. Begitu juga di aktivitas belum ada report update terkait pembelian. Cek di filter - waktu - status - fitur - pembelian - token listrik tetap sama tidak muncul juga. Tolong diperbaiki lg aplikasi nya spy tdk ribet nyari nomor setrum token nya....,1,1
Aplikasi yg menyebalkan! Disaat butuh cepat ada saja kendalanya! Disuruh ganti password! Udah! Pas mau ngirim uang malah koneksi terputus. Tolong perbaiki. Bikin tidak nyaman saja!,1,0
"Gak nyaman,sering error aplikasi nya padahal udh lama bgt pakainya ,,tolong perbaiki lagii demi kepuasaan pengguna 😭,, jrng kasih bintang rendah tpi memang jujur sering bermasalah error terus 😭 dan lalu kenapa aplikasi nya tidak bisa dibuka?",1,0
Tampilannya emng lebih cantik menarik.. tapi saya udah biasa pakai yg lama pakai yg ini mesti teliti lgi... liat posisi2 nya 👌👌 Semoga semakin maju Brimo... Semoga bisa buat aplikasi Pinjaman 😅 dari bRimo😂😂,5,0
"Mantap... udah berhasil daftar. 2 kali gagal di video wajah, kali ke 3 bisa... trntya harus bnar² ikut arahannya. Gak boleh bersuara,ruangannya jga harus senyap,. Maksih Brimo.. tingkatkan trus pelayanannya 👍👍👍",5,0
"Ini kenapa ya kok dr tadi buka brimo gak bisa, tulisannya koneksi internek tidak stabil... Padahal paket data masih banyak, coba pke wifi juga sama...",1,0
"Semakin ribet, saya verifikasi video sudah hampir 1bulan saya coba tetap tidak bisa dan selalu gagal dan muncul tidak ada koneksi padahal koneksi saya full. Sudah saya hapus aplikasi nya dan saya download lagi dan saya coba lagi, hasil nya tidak ada koneksi juga. Menyesal saya buka rekening di BRI",1,0
"Mau transfer via teller harus pake kartu ATM. Kartu ATM hilang, harus urus kartu dulu. Pas ke kantor, blgnya semua kartu BRI blm tersedia di seluruh nusantara. Apa bedanya sama yg mau vaksin tp ga pny ektp. Diarahin pake brimo, eh brimonya bapuk. Ga bisa upload video. Verifikasi offline di kantor ga bisa. Maunya apa si",1,0
"Kok selalu ga bisa login yah,di tulis ""tidak ada koneksi internet"" Padahal wifi+data bagus semua..cmn sekali pake langsung kyk gitu,mau cek saldo ga bisa semua ga bisa..ga jelas brimo",1,3
Ini bagaimana sih Brimo... Masa sih kode verivikasi dari email yang Brimo itu sendri berikan gk bisa.. selalu ada pesan data anda tidak sama..padalah kan mereka yang berikan..,1,0
"Barusan saya mau daftar di Bank BRI, tapi saya tidak dilayani, kata CSnya bisa lngsung daftar lewat aplikasi saja, padahal di aplikasi untuk menu daftar Brimo keterangannya masih coming soon. Pas saya buka aplikasi di depan CSnya malah dibilang hp saya ga ada paketannya..hadeeh..😬😬😬",1,17
Sudah daftar dan sudah sukses.. kenapa setiap login selalu muncul kesalahan Id dan password tidak di temukan... why??? Katanya aplikasi membantu lah ini kok ribet sekali 😥😥😷,1,0
"Mengecewakan... Apl d buat brtujuan untuk mmpermudah nasabah dlm hal transaksi,namun sayang jngnkn untuk mmpermudah,untuk registrasi ny pun begitu bikin ruwet... Pendaftaran sllu gagal,padahal sdh mengikuti semua intruksi d aplikasi,untuk jaringan,semua sdh d coba,hasil nya sllu 0 besar... Untuk menagemn BRI,mohon d tinjau kmbali untuk pngmbangan aplikasi ny...jngn smpai tdk sesuai dngn tujuan d buat nya aplikasi ini Terimakasi...",1,0
"aplikasi nya kurang bagus, mau buat rekening udah isi semua data, udah baca syarat dan ketentuan tapi gabisa dilanjut, disurubaca syarat ketentuan lagi, padahal udah dibaca. mau buka langsung ke kantor diminta isi data dari aplikasi tapi aplikasi nya aja susah digunakan",2,1
"Sebenernya saya berharap banget bisa pake apk ini karena lebih simple,setelah saya daftar,minta kode OTP lewat sms aja lama bgt, udh bbrpa kali tetep aja ngga bisa,mohon untuk respon admin IT di percepat lagi,Alasannya terjadi kesalahan mulu,padahal koneksi internet jg ada,",3,17
Lebih bagus brimo yg lama sblm di update.. malah lemot ga karuan.. mana jadi susah transaksinya gagal mulu. Jgn utamain tampilan doong tp utamain performa juga.,2,0
"Saya tambah bintang jadi 2, karena kendala pertama saya sudah terselesaikan, skrg tinggal nunggu nomor aktivasi mtoken, tadi siang saya sudah ke cabang BRI dan sudah memberi nomor telepon yg akan didaftarkan, namun sampai skrg saya blm menerima sms mtoken, nomor yg dihubungi via telegram slowrrspon sekali, mana lgi ada butuh ini padahal pulsa reguler juga ada",2,0
setelah saya upgrade kok aplikasinya malah gabisa dibuka😭😭,2,0
"Aplikasi apa an ini ,,,,, gagal terus udah apload semua berkas pas mau apload Poto diri sambil pegang KTP gagal terus,,, dah 8x bolak balik suruh uninstal terlebih dahulu download lagi tetep aja kaga bisa,,, coba tolong dong,,,,,",1,0
RIBET!!! Username sama passwordnya udh bener berulang kali gagal log in mulu sampe ke blokir!!! Udh ganti password berulang kali juga tetep gk bisa!!! Di suruh menghubungi call center tapi tanggapan nya silahkan coba lagi besok. Giliran coba besoknya tetep aja gak bisa gak ada perubahan..,1,1
"Saya sempet kesal woi... Jaringan data maupun Wifi bagus. Tapi pas login dengan username dan password yg benar , tetap gabisa. Makin kesini makin aneh BRIMO susah login dan suka kembali sendiri. Aneh agak laen. Segera perbaiki pihak Bank BRI biar pengguna gak kecewa.",1,3
"Menyesal saya menggunakan BRI mobile banking. Semua transfer an saya terhambat Karana tidak bisa login. Selalu ada koneksi putus padahal paket lebih dari 1 giga jaringan 4G, YouTube an lancar semuanya lancar tapi pas buka BRI mobile banking kok koneksi terputus terus Gman ni pihak BRI gak bertanggung jawab sama konsumen. Bisanya merugikan orang. Klo gitu enak pindah ke BNI.",1,1
sangat memudahkan kita untuk bertransaksi,5,0
"Aplikasi apaan, katanya buka Rekening Baru tidak Perlu ke kantor cabang, setelah di kirim dana pembukaan rekening malah disuruh ke kantor cabang BRI, pls donk ini BUMN kok gini? Hub call center di kira data tidak valid. Dan tidak memberikan jalan keluar atau penyelesaian persoalan. Klo ada penilaian tanpa 🌟 pasti saya pilih tanpa bintang untuk app ini. Jgn kalah Bank BUMN sama swasta, malu kita",1,0
"Selalu masalah di koneksi internet saat perekaman, sangat aneh, apakah harus mengganti device lain, atau memang aplikasinya yg tidak becus? Mohon untuk segera diperbaiki, sangat menyulitkan!",1,0
Sulit banget mau login di perangkat baru.. Dan no kartu yang diapek daftar sudah hilang.. Dan tidak bisa punya akses untuk login lagi.. Karna sms link yang di kirim ke no tersebut .. Kenapa harus di wajibkann sms link nya itu. ???,1,2
Semoga kedepannya lancar trus...dan lebih simpel,5,0
"blum bisa kasih rating min, soal ny bru downlod dan pas data udah masuk smua tinggal verifikasi data lama bner di 60%, gk bisa masuk2, trs ada keterangan koneksi internet gak ad pdhal ada! ini gimna min,tlong dong musti gimna data pribadi sudah masuk ini..",1,1
"Tolong aplikasi di update yg bagus, agar semua pengguna bisa pakai BRIMO, punya sya dri kmrin gak bisa di buka, dan sllu keluar sendiri, udah uninstall bolak balik, ttp aja gk bisa dipake,, apalagi saya pedagang olshop, yg tiap hari bertransaksi,, kalao kayak gni merugikan, Sekali lagi tolong diperbaiki,",4,8
"Saya sangat kecewa dengan apkikasi brimo, setelah di apdet saya malah gak bisa login lagi, padahal user dan paswort gak pernah ada yang salah, tolong dong jangan bikin nasabah kecewa, karna dengan adanya aplikasi ini sebenarnya sangat membantu",2,0
Saya coba masuk tp gak bisa. Awalnya krn kamera hp saya kurang bagus jd fto krp agak buram. Trus saya coba masuk pake hp adek lamah data invalit kata nya. Tlg dong solusi nya. Masa aplksi canggih gak bisa pake...,1,0
"Semua nya jadi lebih mudah 👍. Cuma seharus nya Password 3x salah jgn di blokir dong,kayak di ATM aja. Kan ini lewat hp masa sama kayak pake ATM.kasih kesempatan 5-10x. Kadang kita cm lupa huruf besar kecil nya,atau lupa sama tanda nya.biasa nya setelah beberapa x baru kita ingat.",5,0
